email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
lberganza@sumace.com	townhome	1096		69	32562	Fuel Oil
lberganza@zoomit.com	house	176	78		32901	Electric,Gas
lbergesen@bioplex.com	mobile_home	124	73		18091	Electric,Gas
lbergesen@newex.com	house	256	65	74	24230	Electric,Gas,Fuel Oil
lberray@openlane.com	apartment	726	71	69	64141	
lbilden@groovestreet.com	condominium	224	69	71	20503	Electric
lbilden@sonron.com	house	744		72	79537	Gas
lblackwood@kinnamplus.com	townhome	1379	70	75	48104	Electric
lbolognia@donware.com	townhome	1807	67		41472	Electric,Gas,Steam
lbolognia@zoomit.com	mobile_home	149	76		54937	Electric
lbookamer@statholdings.com	mobile_home	445	77	74	93714	Electric
lbookamer@zencorporation.com	house	775	73		70791	Electric
lboord@hottechi.com	townhome	1005	76	73	60619	Gas
lboord@yearin.com	condominium	469	72	71	33052	
lboulter@fasehatice.com	townhome	1508	65	75	04462	Electric
lboulter@labdrill.com	condominium	675	77	71	42370	Electric,Fuel Oil
lbreland@statholdings.com	condominium	778	76	75	02669	Electric,Steam
lbriddick@singletechno.com	condominium	1942		74	94502	Electric
lbrossart@isdom.com	apartment	1560	71	70	40405	Electric,Gas
lbrucato@dambase.com	house	2923		71	69167	Gas
lbruschke@dontechi.com	townhome	1102	73	72	85268	Electric
lbubash@openlane.com	condominium	664	74	73	48762	Steam,Fuel Oil
lbubash@scotfind.com	mobile_home	192	65		62348	Fuel Oil
lbubash@stanredtax.com	apartment	541	71		60466	Fuel Oil
lbuemi@hatfan.com	house	735	66	74	46112	
lburnard@kan-code.com	house	1795	70		17841	
lbuvens@blackzim.com	mobile_home	28	71		11958	Electric
lbuvens@statholdings.com	apartment	487			83025	Gas
lbuzick@newex.com	apartment	49	70	68	23917	Electric
lbuzick@zencorporation.com	apartment	975	71	70	37369	
lcaiafa@groovestreet.com	townhome	5659		73	61263	Steam,Fuel Oil
lcaiafa@plussunin.com	house	1292	76	73	23017	Gas
lcallaro@codehow.com	house	826	71	71	11788	Gas
lcallaro@faxquote.com	townhome	1218	73	75	89599	
lcampain@fasehatice.com	mobile_home	198	71		62946	Gas
lcanlas@donquadtech.com	apartment	429	71	75	50604	Electric
lcantres@y-corporation.com	apartment	416	74	75	47288	Gas
lcartan@inity.com	apartment	854			85363	Electric,Fuel Oil
lcartan@konmatfix.com	apartment	1402			95121	Electric
lcastros@betatech.com	apartment	498	78		74944	Fuel Oil
lcetta@bioholding.com	house	2507	75	75	73834	Electric,Gas,Fuel Oil
lcetta@codehow.com	townhome	126	72	72	97375	Fuel Oil
lcetta@kan-code.com	apartment	882	73	74	48811	Electric,Fuel Oil
lchaffins@plussunin.com	condominium	1026	76		78840	
lchaffins@treequote.com	townhome	759			68303	
lclaucherty@toughzap.com	house	692	70		13111	
lcolaizzo@bioplex.com	apartment	1362	72	73	90510	Electric,Steam,Fuel Oil
lcolaizzo@zumgoity.com	apartment	678		71	59242	Electric,Gas
lcolla@plussunin.com	townhome	1050	73	70	71844	Electric
lcoody@doncon.com	house	990	74		40081	Steam
lcoody@warephase.com	apartment	790	72		14539	Gas
lcorbley@faxquote.com	apartment	79	67	72	13656	Electric,Gas
lcork@treequote.com	townhome	616	70	75	83220	Electric
lcorrio@gogozoom.com	apartment	448	69	72	06053	Fuel Oil
lcorrio@lexiqvolax.com	townhome	520	65	74	73567	Fuel Oil
lcorrio@rundofase.com	house	63	72	76	74740	Gas,Fuel Oil
lcousey@dambase.com	mobile_home	1183	69	69	03444	Electric
lcoyier@condax.com	apartment	1889	72	70	67106	
lcoyier@openlane.com	apartment	805	75		92619	Steam
lcronauer@xx-holding.com	house	138	73		37230	Electric,Fuel Oil
lcrupi@funholding.com	house	848	71	71	01510	Gas
lcrupi@green-plus.com	apartment	75	69	73	27292	Electric,Gas
lcryer@bioholding.com	house	717	75		11714	Steam
lcryer@kan-code.com	house	1129	69	75	64674	Gas
lcryer@konmatfix.com	house	842	71		64803	Gas
ldallen@hottechi.com	apartment	1267	70	73	24333	Electric,Gas
ldarakjy@plexzap.com	apartment	1210	74	71	15317	Electric,Steam
ldarakjy@stanredtax.com	apartment	994	73	73	85628	
ldaufeldt@ron-tech.com	condominium	111	76	73	78575	Gas
ldegonia@inity.com	house	1651	64	74	23845	Gas
ldegonia@kinnamplus.com	apartment	1024	70	71	48911	Steam
ldegonia@plusstrip.com	townhome	657		76	04097	Gas
ldeleo@codehow.com	townhome	1163	67		70527	Gas
ldevreese@doncon.com	apartment	2340	75	70	28331	Gas
ldewar@y-corporation.com	townhome	3285	72		56138	Electric
ldiestel@year-job.com	house	706	71		01472	Fuel Oil
ldilello@scotfind.com	townhome	1079	68	71	23665	
ldinos@plusstrip.com	townhome	675	70	72	45781	Electric,Gas,Fuel Oil
ldopico@warephase.com	house	1876		74	83438	Electric,Gas
ldubaldi@stanredtax.com	house	788			32781	Electric
leanes@openlane.com	house	1594	74	73	67460	Electric
leanes@zathunicon.com	townhome	2234	74	74	54749	Electric,Gas
lemard@dalttechnology.com	mobile_home	204	73	69	57271	Electric,Gas,Fuel Oil
lemard@singletechno.com	apartment	702	69		72326	Electric
lemard@stanredtax.com	house	2505	73	74	19903	Gas
lemigh@betasoloin.com	house	1440	68	73	59760	Steam
lemigh@plexzap.com	apartment	341	71	75	11414	Electric,Fuel Oil
lengelberg@plusstrip.com	house	908		74	56395	
lennaco@bioplex.com	apartment	681	72		24224	Gas
lennaco@streethex.com	house	656	71	72	45652	Electric
leroman@zoomit.com	house	177		76	32237	Electric,Fuel Oil
leschberger@scottech.com	house	2234	76	74	41513	Gas
lestell@domzoom.com	apartment	381	77	74	48310	Fuel Oil
lestell@lexiqvolax.com	house	725	71	74	17001	
lfallick@sonron.com	apartment	1726	71	72	91009	
lfarrar@hatfan.com	townhome	693	71	68	55614	Gas
lfarrow@y-corporation.com	house	1258	69	70	74873	
lfeichtner@donquadtech.com	house	1051	71	72	33770	
lfeichtner@streethex.com	townhome	109	77	71	01366	
lfelger@fasehatice.com	house	2462	77		48025	Electric,Gas
lfelger@nam-zim.com	townhome	2478	72	72	04055	
lfigeroa@mathtouch.com	townhome	1876	68		64443	Electric,Gas
lfishburne@kinnamplus.com	townhome	1723	74		61437	Gas,Steam
lflosi@domzoom.com	condominium	1418	69	74	51551	
lflosi@ganjaflex.com	apartment	1004	68	73	44054	Gas,Fuel Oil
lfoller@golddex.com	house	752	72		18229	Gas
lfoller@konex.com	house	2467	70	69	56750	Gas
lfrerking@dambase.com	apartment	926	76	70	96053	Fuel Oil
lfrey@sonron.com	house	2570	75	73	16856	Electric,Gas
lfunnell@opentech.com	house	1668	69	75	72631	Electric
lgehrett@rantouch.com	apartment	1032	73	73	77592	Electric,Gas
lgellinger@sunnamplex.com	townhome	540	71	70	75263	Electric
lgiguere@goodsilron.com	house	913	69	72	05466	Electric,Gas
lgillaspie@konmatfix.com	house	1516	77		47863	Gas
lgillaspie@statholdings.com	house	937		73	29821	Gas,Fuel Oil
lgleich@bioholding.com	house	663	73	75	32722	Electric,Steam
lgleich@golddex.com	house	826	73	72	40119	Electric
lgleich@plusstrip.com	apartment	923			29628	Steam
lgleich@scottech.com	apartment	1433	69	76	94245	Fuel Oil
lglick@openlane.com	house	1144		72	55747	Gas
lgobern@ganjaflex.com	townhome	120	76	72	82329	Electric,Gas
lgoldammer@blackzim.com	apartment	495	76		75435	Electric
lgotter@xx-zobam.com	townhome	483	74		75172	Gas
lgreenbush@iselectrics.com	condominium	898	68	69	19435	Electric,Gas
lgreenbush@sunnamplex.com	house	1436	71	73	45268	
lhagele@lexiqvolax.com	house	930	67	70	11757	
lharabedian@betatech.com	apartment	1749	76	74	38857	Electric,Fuel Oil
lharnos@finjob.com	townhome	583	67		91125	Fuel Oil
lharnos@sonron.com	townhome	1452	76		61755	Electric,Gas
lharoldson@nam-zim.com	townhome	611			77969	Gas
lharoldson@toughzap.com	house	1500	71		95234	
lhaufler@donquadtech.com	apartment	301	72		47654	Fuel Oil
lhaufler@rantouch.com	apartment	1592		72	91921	Gas
lheimann@groovestreet.com	apartment	1586	66		52253	
lheimann@rantouch.com	house	65	68	71	58718	Gas
lheimann@silis.com	apartment	900	76	74	47114	Electric,Gas
lheimann@sunnamplex.com	apartment	1604	73		28754	Electric,Gas
lheintzman@plexzap.com	apartment	1540	74		12590	Electric,Gas
lheintzman@year-job.com	condominium	1098	78		47740	Electric,Gas
lhellickson@sumace.com	house	647	72	70	52531	Gas
lhengel@donware.com	house	877	72	70	07060	Steam
lhiatt@j-texon.com	mobile_home	246	74	71	06030	Electric,Gas,Steam
lhirpara@blackzim.com	house	2173	66	73	04359	Electric,Gas
lhirpara@golddex.com	house	1218	74	73	13119	Gas
lhirpara@scottech.com	apartment	450	72	73	98645	
lhirpara@statholdings.com	apartment	901	70		47043	Gas
lhixenbaugh@hatfan.com	house	325	71	72	38348	Electric
lhochard@gogozoom.com	apartment	2264	73	71	79745	Gas
lhochard@inity.com	apartment	547	74	68	64097	
lhochard@y-corporation.com	house	967	76		46945	Gas
lhoffis@iselectrics.com	house	2303	76	74	26282	Electric
lhoffis@mathtouch.com	apartment	822	71	72	45804	Gas
lhoneywell@funholding.com	apartment	812	73		21661	Electric
lhoneywell@gogozoom.com	house	860		69	94121	
lhoopengardner@betatech.com	house	713		72	06506	
lhoopengardner@statholdings.com	mobile_home	377	67		80104	Gas
lhudnall@nam-zim.com	house	1166	71		45684	Gas
lisenhower@konmatfix.com	mobile_home	232	72	73	01343	
ljeanty@scottech.com	apartment	744	66	73	25817	Gas
ljillson@labdrill.com	townhome	1067	74	70	61051	Gas
ljurney@conecom.com	house	1238	66	73	40972	Gas,Fuel Oil
ljurney@scottech.com	apartment	1416	74		98430	Electric
ljuvera@faxquote.com	condominium	1187	73	74	60192	Electric,Gas
ljuvera@ron-tech.com	townhome	740	75	71	04623	Electric
lkampa@conecom.com	townhome	1376	70	75	46797	Electric
lkannady@rantouch.com	house	2023	74	73	45638	
lkarpel@warephase.com	house	824	74	70	45481	Electric,Gas,Fuel Oil
lkarpin@silis.com	mobile_home	380	76	74	78760	Steam
lkarpin@xx-holding.com	townhome	1285	76	72	12087	
lkeener@goodsilron.com	apartment	1012		73	88114	Electric,Gas
lkeener@iselectrics.com	condominium	1746	72		76852	Gas
lkeetch@cancity.com	mobile_home	690	71	74	29138	Steam
lkeneipp@streethex.com	house	969	72	69	03111	Electric
lketelsen@doncon.com	apartment	875	73	73	28682	Fuel Oil
lkiel@finhigh.com	apartment	2909	74		45242	Gas
lkiel@streethex.com	house	2377	71	72	49886	Steam,Fuel Oil
lkippley@rantouch.com	house	103	74		41037	Gas
lklang@finhigh.com	apartment	480		74	08065	Electric,Steam
lklang@xx-zobam.com	apartment	1694		72	58224	
lklusman@finhigh.com	house	973		72	38358	Gas
lkohnert@warephase.com	mobile_home	253	72	71	46968	Steam
lkonopacki@cancity.com	apartment	862	78	72	12071	
lkonopacki@hatfan.com	apartment	2041	65		52077	Electric
lkusko@ontomedia.com	apartment	523	66	76	08618	Fuel Oil
llabreche@donware.com	mobile_home	446	72	69	94283	Electric
llabreche@isdom.com	apartment	490		74	06349	Steam
llabreche@zumgoity.com	house	956	67	72	54488	Electric
llace@bioplex.com	condominium	1790	70	73	83552	Electric
llace@xx-zobam.com	house	1709	75	75	60451	Electric,Gas,Steam
llacovara@codehow.com	house	244	76	71	54735	Gas
llacovara@ron-tech.com	apartment	959	65	74	91943	Electric,Gas
llary@groovestreet.com	apartment	1165	70	71	73553	Gas
llary@inity.com	house	1749	74	75	53211	
llatzke@dontechi.com	townhome	3179	71		33733	Gas
llatzke@hatfan.com	mobile_home	204	74	73	43212	
llawler@cancity.com	house	1602	71	73	56360	Electric
llayous@rantouch.com	house	1632	68		32702	Electric,Gas,Fuel Oil
lleinenbach@condax.com	townhome	2989	76		12159	Electric
lleinenbach@scottech.com	apartment	874	69	73	80549	Electric,Gas
llietz@bioplex.com	apartment	652	73	73	54983	Electric
llimmel@zencorporation.com	house	2355	70	72	67226	Electric,Gas,Fuel Oil
llimmel@zoomit.com	condominium	585		70	01074	
llinahan@gogozoom.com	townhome	1165			66160	Gas
llinahan@kinnamplus.com	mobile_home	334	73	71	97307	Electric,Gas
llinahan@lexiqvolax.com	apartment	1402	76		98660	Electric,Gas
llinahan@singletechno.com	house	1441	72		39087	Electric
llipke@ontomedia.com	apartment	606	73		72329	Electric
llipke@rundofase.com	townhome	1805	70	74	06155	Electric
llipkin@kinnamplus.com	house	1637	65	70	98030	Electric
llizama@codehow.com	apartment	846	75		03821	Electric,Fuel Oil
lloader@treequote.com	house	1683	74	73	84319	
llueckenbach@doncon.com	apartment	505	74	72	48852	Electric,Gas,Fuel Oil
llueckenbach@zoomit.com	house	2866	73	69	73933	
llungren@doncon.com	house	554	71	68	06875	
llungren@finjob.com	house	125	75		32236	
lmaclead@doncon.com	house	754	72	75	96793	Electric,Gas
lmadarang@ontomedia.com	house	2820	76	71	98199	Gas
lmadarang@ron-tech.com	condominium	782	71		76204	Gas
lmaile@zotware.com	apartment	1006	75	76	34450	Electric
lmaillard@betatech.com	house	2680	75	74	85717	
lmalet@ganjaflex.com	apartment	535	74	71	28815	Electric
lmalet@golddex.com	townhome	1352	72		52727	Steam
lmallett@condax.com	apartment	786	73		36462	Electric
lmalvin@iselectrics.com	townhome	564		74	68772	Electric,Gas,Steam
lmalvin@kan-code.com	townhome	880		70	13310	Electric,Gas
lmalvin@labdrill.com	townhome	3422	74		96846	Electric
lmanno@doncon.com	house	1160	70		77005	Electric
lmanno@fasehatice.com	townhome	1037	72		99606	Electric,Gas
lmanno@plexzap.com	apartment	427	72		04764	Electric,Gas,Steam
lmarrier@blackzim.com	apartment	827	75	71	06040	Fuel Oil
lmarrier@opentech.com	apartment	760	76		62898	Gas
lmartabano@funholding.com	apartment	895	73		25501	Electric,Steam
lmastella@fasehatice.com	house	1527	71	69	54135	Electric,Gas
lmastella@ganjaflex.com	house	759	69	73	99141	Electric
lmastella@isdom.com	apartment	1145	66	75	40340	
lmauson@bioplex.com	house	156	71	72	54874	Electric,Fuel Oil
lmaybury@domzoom.com	apartment	323	73	75	93626	
lmaybury@finhigh.com	townhome	3488	74		37395	Electric,Gas
lmaynerich@bioplex.com	apartment	1971	75	69	35649	Gas
lmclaird@blackzim.com	townhome	1255	75	75	57067	
lmclaird@ganjaflex.com	house	685	69	75	85633	Gas
lmclaird@stanredtax.com	house	759	76	72	00215	Gas
lmcnease@dontechi.com	apartment	825	71		22711	Electric
lmcnease@nam-zim.com	house	1292	70	74	41017	Fuel Oil
lmconnell@scotfind.com	apartment	551	75	69	25976	
lmcrae@warephase.com	apartment	2116	69	70	02188	Electric,Fuel Oil
lmeinerding@domzoom.com	apartment	1507	72	74	57016	Electric
lmeinerding@warephase.com	house	2264	68	73	10629	Electric,Gas,Fuel Oil
lmenter@finjob.com	apartment	161	69	75	59044	Electric,Gas
lmenter@hottechi.com	house	3266	72	73	17580	
lmenter@plusstrip.com	condominium	1918	75	73	37723	Electric,Gas,Fuel Oil
lmerced@silis.com	house	130	75		59007	Electric
lmerced@zumgoity.com	apartment	1193	74	71	56164	Gas,Steam
lmeteer@plusstrip.com	mobile_home	1151	69	73	17921	Steam
lmiceli@donware.com	townhome	1723	74		59866	Electric,Steam
lmiceli@inity.com	apartment	82	68	72	91365	Electric,Gas
lmiceli@newex.com	apartment	713	69	74	75223	Gas
lmiceli@silis.com	apartment	465			29608	Electric
lmirafuentes@ron-tech.com	house	1355	76	71	02467	Electric,Gas,Fuel Oil
lmiro@yearin.com	townhome	651	64	68	60144	
lmondella@conecom.com	townhome	1610		73	98223	Gas,Fuel Oil
lmonterrubio@groovestreet.com	apartment	1244	69		67488	Gas
lmorasca@kinnamplus.com	condominium	1259	71	73	23085	Electric,Gas,Steam
lmorocco@newex.com	house	1204		73	33410	Electric,Gas
lmorocco@sonron.com	townhome	1281	72	69	95970	
lmotley@sumace.com	condominium	757	72		47130	Steam,Fuel Oil
lmugnolo@doncon.com	house	769	70	75	42058	
lmulqueen@condax.com	apartment	84	75	75	61025	Gas,Steam
lmulqueen@iselectrics.com	apartment	521	70	71	38746	Electric,Gas
lmunis@y-corporation.com	house	656	69	73	55434	Electric
lmunns@hottechi.com	townhome	1985	75		77564	Electric
lmunns@zotware.com	house	756	76	69	94708	Electric
lmyricks@openlane.com	house	2035	78	73	45383	Electric,Steam
lnabours@konmatfix.com	townhome	1589	69	71	26559	
lnabours@rundofase.com	apartment	886	74	69	79344	Steam
lnachor@scottech.com	townhome	765	74		55796	Electric
lnayar@dambase.com	condominium	44	72	68	14484	Electric
lneither@iselectrics.com	apartment	896	75	73	97466	Fuel Oil
lnestle@finhigh.com	townhome	680	70	74	21659	Electric,Gas,Steam
lnewville@mathtouch.com	apartment	310	72		04920	Electric
lnewville@xx-zobam.com	house	230	73	74	56716	
lnievas@betasoloin.com	house	1006	73	68	36722	
lnievas@cancity.com	apartment	650		73	77024	Electric,Gas
lnunlee@scottech.com	condominium	1068	71	71	15531	Electric,Steam
logg@labdrill.com	townhome	741	70		46140	Electric,Gas,Fuel Oil
loldroyd@inity.com	apartment	1189	74	70	86337	
loldroyd@kinnamplus.com	house	1505	72	71	11954	Electric,Gas,Steam,Fuel Oil
lonofrio@opentech.com	house	1087	74		83643	Electric,Gas
lonofrio@rangreen.com	house	788	73	70	45719	
lostolaza@sunnamplex.com	townhome	1144	65	73	95108	Gas
lostrosky@opentech.com	mobile_home	217	70	73	56468	Electric,Gas
lpaa@dontechi.com	apartment	1095	74	72	18972	Electric
lpagliuca@lexiqvolax.com	house	1630	74	76	21754	Electric
lpalaia@hatfan.com	apartment	940	69		83251	Gas
lpalaia@nam-zim.com	house	1265	73	72	75050	
lpalaia@ontomedia.com	house	981	68	74	48856	Fuel Oil
lpalaia@singletechno.com	house	1284	71	71	38281	Electric
lpalaspas@funholding.com	house	3202	71		28420	Electric
lpalaspas@labdrill.com	condominium	509	72		46220	Gas,Steam,Fuel Oil
lpapasergi@goodsilron.com	house	2233	69		34282	Electric,Fuel Oil
lpaprocki@goodsilron.com	house	922	68	74	24925	Electric,Gas
lpaprocki@year-job.com	townhome	1108	72	72	33355	Electric
lparlato@donquadtech.com	house	947	77	72	70195	Electric,Fuel Oil
lparlato@gogozoom.com	mobile_home	282	74	70	96751	Gas
lparvis@j-texon.com	apartment	1060	72	71	17223	Gas
lparvis@lexiqvolax.com	apartment	939	75	71	48472	
lparvis@streethex.com	house	776	71		46058	Electric,Gas
lpatak@ontomedia.com	house	1261	68	68	27503	Gas
lpaulas@codehow.com	apartment	484	66		44620	Electric
lpawlowicz@zathunicon.com	condominium	111	71	72	04276	
lperigo@lexiqvolax.com	townhome	1455	73		57223	Electric,Steam
lperin@betatech.com	apartment	1939		69	46069	Electric,Gas
lperin@ontomedia.com	house	632		69	54667	Electric,Gas
lperruzza@doncon.com	house	1144	68	73	85932	
lpinilla@zumgoity.com	apartment	1619	72	74	08089	Electric,Gas
lplumer@zotware.com	condominium	1150	70		80000	Electric,Fuel Oil
lpolidori@konex.com	apartment	797	72		06247	Electric,Gas
lpolidori@zoomit.com	house	1338	74	72	70048	Gas,Steam
lpugh@conecom.com	townhome	98	71	74	32531	Electric
lpugh@yearin.com	apartment	827	78	74	81102	Electric,Fuel Oil
lradde@inity.com	townhome	2338	68		56291	
lragel@iselectrics.com	apartment	917	75	72	34217	Electric
lragel@zoomit.com	apartment	1119	68	72	38066	Gas,Fuel Oil
lraymo@faxquote.com	apartment	73	74		56051	Gas,Fuel Oil
lrentfro@codehow.com	apartment	506	68	76	18848	
lrhoden@inity.com	mobile_home	224	72	73	03864	Electric,Gas
lrhym@bioplex.com	townhome	2120	71	70	84523	Gas
lrhym@rundofase.com	mobile_home	533	76	72	32582	Electric,Gas
lrodeigues@kinnamplus.com	house	170	74		92108	Electric,Gas,Fuel Oil
lrodenberger@statholdings.com	townhome	689	66	71	10703	
lroyster@rantouch.com	condominium	164	69	75	97493	Electric
lroyster@sumace.com	apartment	1283	73		51467	Gas
lroyster@sunnamplex.com	townhome	2531	75	73	08886	Electric
lruta@sumace.com	townhome	487	71	73	99559	
lruta@yearin.com	house	1705	68	73	83343	Electric
lsahagun@betatech.com	condominium	546			75460	
lsama@openlane.com	apartment	396	76	74	50536	Electric,Gas
lsamu@inity.com	apartment	562	76	72	77041	Electric,Steam
lsamu@zencorporation.com	townhome	689	74	69	92728	Electric
lsarao@lexiqvolax.com	townhome	580	68	75	72115	Gas,Fuel Oil
lsarao@rantouch.com	townhome	228	70	70	68661	Gas
lsaras@dambase.com	apartment	1065	70	72	90809	Electric,Gas,Steam,Fuel Oil
lsawchuk@plussunin.com	townhome	486	75		15754	Electric
lsayaphon@rangreen.com	apartment	85			89020	Electric,Gas
lsaylors@cancity.com	apartment	171	70		56020	Electric,Gas
lschemmer@dontechi.com	apartment	1111	69	73	13042	
lscheyer@domzoom.com	townhome	64		74	83637	
lscheyer@funholding.com	house	1501	70		55741	Electric,Gas
lschmaltz@betatech.com	condominium	475	66		17839	
lschmaltz@golddex.com	townhome	1375	73		27040	
lschnitzler@sonron.com	apartment	667	76	74	59420	
lscipione@zathunicon.com	apartment	1601	72		49248	
lseewald@rundofase.com	apartment	1543	75		12850	
lsemidey@faxquote.com	apartment	614	77	69	71350	Fuel Oil
lsengbusch@toughzap.com	house	2879	69	73	54621	Gas
lsergi@plexzap.com	house	87	72	74	23399	
lshealy@conecom.com	house	2073		70	73402	Gas
lshields@finjob.com	apartment	167	74	75	06239	Fuel Oil
lshields@groovestreet.com	apartment	902		75	78573	Gas
lshin@golddex.com	house	89	71		36346	Gas
lshinko@xx-holding.com	house	602	72	71	24111	Electric
lshire@lexiqvolax.com	house	1640		72	02090	Gas,Fuel Oil
lsilvestrini@nam-zim.com	house	2948	76	69	58705	Electric
lsilvestrini@zotware.com	house	775	71	72	55792	Electric,Gas
lsimilton@blackzim.com	apartment	622		75	04294	Steam
lsimilton@rangreen.com	house	1348	72	73	44123	Gas
lskursky@dalttechnology.com	house	951	76		18427	Electric,Steam
lskursky@ganjaflex.com	mobile_home	781	72		62356	Fuel Oil
lslayton@rundofase.com	mobile_home	465	75	73	18769	Electric,Fuel Oil
lsmith@cancity.com	townhome	1381	76		79698	Gas
lspickerman@sunnamplex.com	condominium	429	74	72	08505	Gas,Steam
lspringe@ganjaflex.com	condominium	1518	69	72	49094	Electric
lsteffensmeier@funholding.com	apartment	87	70	72	47037	Gas,Steam,Fuel Oil
lsteier@green-plus.com	house	1694	69	75	95344	
lstem@bioholding.com	townhome	1115	69	76	12793	Electric,Gas,Fuel Oil
lstem@labdrill.com	house	1636	73		99622	Electric,Gas,Fuel Oil
lstimmel@iselectrics.com	condominium	1215	71		13460	Electric,Gas
lstimmel@konex.com	house	1095	76		48614	Gas,Fuel Oil
lstockham@sunnamplex.com	townhome	1289		72	94282	Electric
lstrassner@kan-code.com	apartment	1807	75	72	75422	Fuel Oil
lstuer@kan-code.com	apartment	435	70	72	63345	
lsuffield@scottech.com	house	2307	73	72	23147	Electric
lsweely@rangreen.com	house	1176	73	69	41828	Electric
lsweigard@toughzap.com	house	716	75		23176	Electric,Fuel Oil
lsyrop@domzoom.com	house	1952	71	72	10110	Gas,Fuel Oil
ltagala@bioplex.com	apartment	1382	73	74	57248	Gas
ltagala@conecom.com	mobile_home	181	70	76	43981	Electric,Fuel Oil
ltawil@plusstrip.com	townhome	1347	76	74	80131	Electric
ltawil@zotware.com	house	117	73	74	92120	Electric,Gas
lthreets@blackzim.com	apartment	1256	72		32897	
lthreets@rangreen.com	house	1859	73	74	74641	Electric
lthyberg@opentech.com	house	1209	75	72	79252	Electric,Steam
lthyberg@toughzap.com	townhome	1704	76	71	32683	Electric,Gas,Steam
ltimenez@isdom.com	townhome	1224	71		36114	Gas
ltimenez@rangreen.com	apartment	939	72		38560	Electric
ltjepkema@zencorporation.com	apartment	46	71		61279	
ltollner@funholding.com	mobile_home	681	72	72	83201	Electric,Gas
ltollner@golddex.com	apartment	1080	75	72	13480	Electric,Gas
ltomblin@condax.com	apartment	915	71		30821	Electric
ltomblin@plusstrip.com	townhome	2278	69	72	87825	
ltoyama@rundofase.com	apartment	1201	67	73	75457	Gas
ltreston@ganjaflex.com	condominium	1818	75	72	83633	Electric,Gas,Fuel Oil
ltromblay@isdom.com	house	1446	71	75	61771	Electric
lvanausdal@zumgoity.com	house	1576	72	72	67870	
lvarriano@toughzap.com	house	1056	78	73	63133	Electric,Gas
lvenere@domzoom.com	apartment	903	70	70	41537	Electric,Gas,Steam
lvenere@ganjaflex.com	mobile_home	455	77	72	30412	Electric
lvenere@rangreen.com	apartment	893	73	69	00979	Electric
lventura@betasoloin.com	condominium	1563	71	73	59523	
lventura@stanredtax.com	condominium	99	71		72165	Electric
lvillanueva@betasoloin.com	house	524	70	74	07642	Electric
lvinning@hatfan.com	house	1419	69	72	83114	Electric
lvizarro@condax.com	apartment	132	74	69	39501	Electric,Gas,Fuel Oil
lvizarro@hatfan.com	house	4371	78	72	28380	
lwardrip@streethex.com	apartment	2162	73	72	21795	Gas
lwaymire@konmatfix.com	mobile_home	242	78	71	23454	Electric
lweglarz@cancity.com	condominium	512	72	70	37064	
lweglarz@codehow.com	condominium	636		70	72522	Electric
lweglarz@conecom.com	apartment	933	70	71	71260	Electric,Gas,Fuel Oil
lweglarz@dalttechnology.com	house	1281	65	73	46176	Fuel Oil
lweirather@faxquote.com	apartment	49	72		24433	Electric,Gas
lweirather@sunnamplex.com	condominium	1092	73		60913	Gas
lwenner@blackzim.com	house	3488	70	73	24958	Gas,Fuel Oil
lwenzinger@konmatfix.com	house	1506	72	71	40292	Electric,Fuel Oil
lwhobrey@mathtouch.com	house	2236	74	72	30442	Electric,Gas
lwieser@green-plus.com	apartment	803	73		50139	Electric
lwiklund@codehow.com	house	293	69	72	66066	Electric,Gas
lwiklund@inity.com	apartment	693		72	10471	Electric,Gas
lwiklund@konex.com	house	813	73	72	30044	Gas
lwitten@dontechi.com	house	2179	74		29164	Electric,Steam
lwolfgramm@betasoloin.com	townhome	402	73		73562	Electric
lwolfgramm@scottech.com	apartment	931	75	71	12305	Fuel Oil
lwolfgramm@warephase.com	house	1945	76	76	19517	Gas
lworlds@plexzap.com	mobile_home	352	71		63469	Electric
lworlds@plussunin.com	condominium	930		71	33760	Fuel Oil
lwrinkles@blackzim.com	apartment	474	75		36109	Electric,Gas,Fuel Oil
lyglesias@dalttechnology.com	house	1661	76	75	04290	Electric
lyori@ganjaflex.com	condominium	637	68	74	98570	Gas
lyori@opentech.com	apartment	149	73		73547	Gas
lyori@zoomit.com	apartment	1233	77	74	21912	Electric
lyum@lexiqvolax.com	apartment	355	74		16253	Electric
lyum@ontomedia.com	townhome	606	72	75	81022	Gas
lzane@y-corporation.com	apartment	792	72		72381	Steam
mabdallah@kan-code.com	apartment	550		73	97467	Electric
macuff@iselectrics.com	house	1486	70	73	18256	Electric,Gas
madkin@faxquote.com	apartment	578	71	74	46207	
madkin@silis.com	house	1411	75	68	72327	Fuel Oil
mahle@kinnamplus.com	apartment	785		72	29636	Electric,Gas,Fuel Oil
malbares@goodsilron.com	house	1538		71	16422	Electric,Gas,Fuel Oil
mamigon@donquadtech.com	house	1386	73	70	37879	
mamigon@ganjaflex.com	apartment	646	70	71	04330	Gas
mamigon@statholdings.com	mobile_home	201	73		99791	
mamyot@fasehatice.com	house	3490	70		92418	Fuel Oil
mandreason@domzoom.com	townhome	430	74	75	32504	Electric,Fuel Oil
mandreason@faxquote.com	townhome	845	74		93013	
mankeny@ron-tech.com	house	137	75	76	84328	Electric,Gas,Fuel Oil
maquas@conecom.com	townhome	577		72	54499	Gas
