household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
jbourbon@funholding.com	1	Parquestilicator WorldWide Corp.	Thrukilefazz	Air Handler	heater		Electric						5419
jbourbon@funholding.com	2	Tipfropilentor Direct Corp.	Frokilin	Air Handler	heatpump			20.0	39.0				6491
jbourbon@funholding.com	3	Trucadollan Inc	Trubanan	Air Handler	air_conditioner	4.7							10364
jbourbon@funholding.com	4	Cipsipentor WorldWide	Tipvenicator	Air Handler	heatpump			18.4	53.7				7520
jbourbon@opentech.com	1	Surwerazz International	Klipickollax	Air Handler	heater		Electric						12378
jbourbon@y-corporation.com	1	Cipbanover WorldWide	Trutumommover	Air Handler	heater,heatpump		Electric	21.9	51.6				7578
jbreland@opentech.com	1	Inquestan	Raperanower	Air Handler	heater		Electric						14460
jbrideau@finhigh.com	1	Parpebefex	Thrurobonower	Air Handler	air_conditioner	3.0							6879
jbrideau@finhigh.com	2	Winbanin Holdings Inc	Partanador	Air Handler	heatpump,heater		Electric	15.9	40.5				13488
jbrideau@finhigh.com	3	Klimunegex Holdings Inc	Adsapopax	Air Handler	heater		Gas						8141
jbrideau@finhigh.com	4	Windudantor International Inc	Thrubanicator	Water Heater						Electric	36.4	116	9102
jbruschke@stanredtax.com	1	Surzapax	Adpebistor	Air Handler	heatpump			24.3	45.9				5183
jbruschke@stanredtax.com	2	Unrobomman WorldWide	Surmunax	Water Heater						Gas	20.0	157	6219
jbruschke@stanredtax.com	3	Vartinax International Corp.	Doperommistor	Air Handler	heater		Electric						5873
jbuemi@mathtouch.com	1	Trusipplex International	Inwerexazz	Air Handler	air_conditioner	3.7							10544
jbuemi@mathtouch.com	2	Tiptananover Holdings Company	Unnipedicator	Air Handler	heater		Gas						9149
jbuemi@mathtouch.com	3	Surmunamex WorldWide	Zeejubedgicator	Air Handler	heatpump			31.2	31.4				8939
jbuvens@toughzap.com	1	Inwerpanistor Holdings		Air Handler	heatpump,air_conditioner	2.5		25.9	29.5				10261
jbuvens@toughzap.com	2	Cipcadollan International	Barnipex	Air Handler	air_conditioner	1.2							5374
jbuvens@toughzap.com	3	Incadex		Air Handler	heater		Gas						5289
jbuzick@funholding.com	1	Dopjubupicator		Air Handler	heatpump			23.6	48.9				12347
jbuzick@funholding.com	2	Montanaman Holdings	Grobanor	Air Handler	heater		Electric						10771
jbuzick@funholding.com	3	Tuperar Direct	Unerantor	Air Handler	heatpump			22.1	12.1				9756
jcaiafa@fasehatice.com	1	Recadin Group	Trusapover	Air Handler	heater		Electric						4488
jcaiafa@fasehatice.com	2	Dopvenonazz WorldWide	Remunar	Water Heater						Electric	48.4		5391
jcaiafa@fasehatice.com	3	Winquestonin Direct Group	Zeesipeficator	Air Handler	heatpump			27.0	41.2				5880
jcaiafa@fasehatice.com	4	Inwerepor Company		Air Handler	heater		Electric						5612
jcaldarera@ganjaflex.com	1	Cipvenupicator Corp.		Air Handler	heater,air_conditioner	10.3	Electric						8976
jcaldarera@ganjaflex.com	2	Trupebeficator Direct Company	Upkiledgover	Air Handler	heater		Electric						6034
jcaldarera@ganjaflex.com	3	Tipdudonan WorldWide	Endglibepazz	Air Handler	heater		Gas						6902
jcampain@betasoloin.com	1	Zeefropicator Direct	Trujubilentor	Air Handler	heatpump,air_conditioner,heater	5.2	Fuel Oil	21.0	18.7				6786
jcampain@betasoloin.com	2	Cipnipax	Renipantor	Air Handler	air_conditioner	3.9							4140
jcampain@betasoloin.com	3	Zeenipentor	Tipfropopower	Air Handler	heater		Gas						5061
jcandlish@zencorporation.com	1	Zeetinexower International	Monkilentor	Air Handler	air_conditioner	4.4							19413
jcantres@sumace.com	1	Rehupamantor Inc	Thruglibin	Water Heater						Electric	39.3	113	5661
jcantres@sumace.com	2	Adjubilex Holdings Corp.	Untanor	Air Handler	heatpump			27.2	39.3				4871
jcantres@sumace.com	3	Lomdiman WorldWide Corp.	Parzapefentor	Air Handler	air_conditioner	0.9							4094
jcartan@golddex.com	1	Unpebaquover Holdings	Klipickopistor	Air Handler	air_conditioner	1.2							4740
jcartan@golddex.com	2	Adpickover International		Air Handler	heater		Gas						4573
jcartan@golddex.com	3	Grosipamor	Adglibantor	Air Handler	heatpump			24.3	26.6				5101
jcartan@opentech.com	1	Hapwerommin Group	Recadadentor	Air Handler	air_conditioner,heater	4.6	Gas						10127
jcartan@opentech.com	2	Uprobar	Adsapax	Air Handler	air_conditioner	2.6							8254
jcartan@opentech.com	3	Dopsipentor Direct Corp.	Haptanex	Air Handler	heater		Electric						6457
jcartan@opentech.com	4	Lombanex WorldWide	Uncador	Air Handler	heatpump			19.1	37.3				9956
jcartan@opentech.com	5	Parquestan WorldWide	Tupwerackicator	Air Handler	heatpump			22.7	43.4				7536
jcartan@opentech.com	6	Parjuban Holdings	Lompickedin	Air Handler	heatpump,air_conditioner,heater	2.8	Electric	26.6	36.6				14100
jcartan@opentech.com	7	Tipnipover Direct	Unsapar	Air Handler	heater		Electric						4528
jchavous@xx-zobam.com	1	Rewerpedan WorldWide Group	Thrubanefax	Water Heater						Thermosolar	39.0	116	7788
jchavous@xx-zobam.com	2	Zeetanazz	Lomtinplentor	Air Handler	air_conditioner	1.9							6897
jchavous@xx-zobam.com	3	Remunopin	Varjubanentor	Air Handler	air_conditioner,heater	2.3	Gas						11421
jchesterfield@konmatfix.com	1	Adwerpaquover Holdings		Air Handler	air_conditioner	2.0							4447
jchesterfield@konmatfix.com	2	Adtanollor Corp.	Upsipadentor	Air Handler	air_conditioner,heater	2.4	Gas						7990
jchesterfield@konmatfix.com	3	Happickicator Direct	Frotanommicator	Air Handler	heater		Electric						5099
jchesterfield@konmatfix.com	4	Tipdimex Inc		Air Handler	heatpump			21.9	35.7				7069
jchui@donquadtech.com	1	Tiptumin Company	Doptaninor	Air Handler	heatpump			21.0	46.3				7892
jchui@donquadtech.com	2	Emtanollistor	Upquestewin	Air Handler	heater		Electric						5202
jchui@donquadtech.com	3	Endpebedentor Holdings	Frocadicator	Air Handler	heater,heatpump		Fuel Oil	28.2	30.6				12216
jchui@lexiqvolax.com	1	Tipweranor	Klirobanentor	Air Handler	heater		Gas						6936
jchui@lexiqvolax.com	2	Klitumaman Group	Untumepover	Water Heater						Electric	40.8	98	7500
jchui@lexiqvolax.com	3	Lomwerpar WorldWide Inc	Tippebaquex	Air Handler	heatpump			27.7	55.4				5357
jcolla@hatfan.com	1	Inpickefax	Untumazz	Air Handler	air_conditioner	1.6							4349
jcolla@hatfan.com	2	Upquestanan Company	Klipebackower	Air Handler	heatpump			20.8	52.7				3814
jcolla@hatfan.com	3	Parkilicentor International	Inpickedgor	Air Handler	air_conditioner,heatpump	2.0		22.9	51.5				7245
jcolla@silis.com	1	Tipsapower Direct Inc		Air Handler	heatpump			27.4	31.7				4859
jcolla@silis.com	2	Lomtumower Holdings Corp.	Infropin	Water Heater						Gas	11.0	122	6068
jcolla@silis.com	3	Inpickefax		Air Handler	heater		Gas						6330
jcomnick@zathunicon.com	1	Haptanazz International	Unglibanantor	Air Handler	heatpump,air_conditioner	4.0		20.8	44.8				10482
jcomnick@zathunicon.com	2	Tipzapover International	Truwerpan	Air Handler	heater		Fuel Oil						5765
jcomnick@zathunicon.com	3	Inmunopax Holdings Inc	Barzapegistor	Air Handler	air_conditioner	2.4							7048
jcoody@codehow.com	1	Trubanilex	Emweronar	Air Handler	heatpump			24.4	50.1				6164
jcoody@codehow.com	2	Grorobewistor Holdings		Air Handler	heatpump			26.9	41.8				5774
jcoody@codehow.com	3	Cipvenar Holdings Group	Emvenaquistor	Water Heater						Electric	52.5	112	5501
jcoody@codehow.com	4	Tuppickin Corp.	Supmunantor	Water Heater						Thermosolar	56.0	155	5327
jcoody@codehow.com	5	Parfropicator International	Tipdudistor	Air Handler	heatpump			20.4	43.6				5648
jcoody@codehow.com	6	Tuppebax International		Water Heater						Electric	34.9		5785
jcoody@codehow.com	7	Truwerentor WorldWide Corp.	Lomnipilistor	Water Heater						Electric	42.0	150	6020
jcoody@codehow.com	8	Cipwerponazz Holdings	Partumackor	Air Handler	air_conditioner	1.4							5207
jcoody@codehow.com	9	Zeenipentor	Requestex	Air Handler	heater,air_conditioner,heatpump	4.9	Gas	23.5	36.6				7028
jcookey@ontomedia.com	1	Parpickicentor Inc		Water Heater						Gas	21.9	105	8611
jcorbley@konmatfix.com	1	Supmunor Group		Air Handler	air_conditioner	0.9							3153
jcorbley@konmatfix.com	2	Parpebican Direct	Endbanefower	Air Handler	air_conditioner	0.9							3321
jcorbley@konmatfix.com	3	Unweropax Direct	Adhupanentor	Air Handler	air_conditioner	2.0							3114
jcorbley@konmatfix.com	4	Emmunupar Inc	Supwerackentor	Air Handler	heater		Electric						2831
jcorrington@hottechi.com	1	Cippebentor WorldWide		Water Heater						Gas	26.3		7324
jcorrington@hottechi.com	2	Tipsapazz		Water Heater						Thermosolar	47.4	107	6813
jcorrington@hottechi.com	3	Endcadantor Direct	Sursapentor	Air Handler	heatpump			26.6	40.9				4870
jcraghead@singletechno.com	1	Barnipimax Inc		Air Handler	heater		Gas						987
jcraghead@singletechno.com	2	Raptumedower Inc	Hapdimantor	Water Heater						Gas	11.6	115	835
jcraghead@singletechno.com	3	Happickicator Direct	Varmunanicator	Air Handler	heatpump,air_conditioner	0.7		16.8	27.1				2248
jcraghead@singletechno.com	4	Ciptinicator Holdings	Tupwerpopin	Air Handler	heater		Fuel Oil						1134
jcraghead@singletechno.com	5	Unquestower	Tipdimicentor	Air Handler	heater		Electric						1427
jcraghead@singletechno.com	6	Dopsipentor Direct Corp.	Tipzapower	Air Handler	heater,heatpump,air_conditioner	0.6	Fuel Oil	19.7	42.9				2148
jcronauer@blackzim.com	1	Unpickazz WorldWide	Supzapentor	Air Handler	air_conditioner,heater	0.9	Gas						1968
jcronauer@blackzim.com	2	Tupfropilower WorldWide	Tupvenazz	Air Handler	heater		Gas						2080
jcronauer@blackzim.com	3	Parpebewax International	Retumupistor	Water Heater						Gas	29.3	136	2072
jdegroot@labdrill.com	1	Tupfropilower WorldWide		Air Handler	heater		Electric						6808
jdegroot@labdrill.com	2	Dopwerpin	Truglibex	Air Handler	heater		Gas						9153
jdegroot@labdrill.com	3	Rappebedgower WorldWide		Air Handler	air_conditioner	13.1							8559
jdegroot@year-job.com	1	Rappebor International Group	Gromunar	Water Heater						Thermosolar	15.1	118	11540
jdeleo@konmatfix.com	1	Tipzapover International	Intinexor	Air Handler	air_conditioner	7.1							14967
jdemesa@bioplex.com	1	Surcadinin International	Supdudicator	Air Handler	air_conditioner	5.5							12647
jdenooyer@hottechi.com	1	Rapjubepower WorldWide	Barjubower	Air Handler	heater		Electric						5199
jdenooyer@hottechi.com	2	Thrutinamicator Group	Upvenplin	Air Handler	air_conditioner,heater	3.4	Fuel Oil						7996
jdenooyer@hottechi.com	3	Empebupazz Direct	Thruwerommover	Water Heater						Electric	18.4	132	5960
jdenooyer@hottechi.com	4	Frorobex Holdings Group	Frobanedax	Water Heater						Thermosolar	20.6	114	6498
jdenooyer@hottechi.com	5	Inrobin International	Lomwerpinover	Water Heater						Gas	18.7	107	6264
jdenooyer@hottechi.com	6	Rapglibonazz		Water Heater						Gas	14.0	102	5081
jdenooyer@treequote.com	1	Frowerpexentor Direct	Varbanor	Air Handler	heatpump			25.5	32.7				6329
jdenooyer@treequote.com	2	Thruvenommazz Group	Klinipanar	Air Handler	air_conditioner	1.3							8592
jdenooyer@treequote.com	3	Tipzapover International	Wintumower	Air Handler	air_conditioner,heatpump	2.1		18.0	37.2				10959
jdewar@warephase.com	1	Hapweristor Holdings Corp.		Air Handler	air_conditioner	4.1							19707
jdopico@zotware.com	1	Parpickommax Group	Tipdimplazz	Air Handler	heater		Electric						14501
jdopico@zumgoity.com	1	Monbanentor International Corp.	Supwerpefex	Air Handler	heater		Gas						21192
jdrymon@faxquote.com	1	Insipexicator WorldWide Corp.	Trusapantor	Air Handler	air_conditioner	3.0							13766
jduenas@y-corporation.com	1	Tuppebax International	Qwinipan	Air Handler	heater		Gas						12498
jeanes@hottechi.com	1	Parsapomman	Frotinewin	Water Heater						Gas	17.8		6206
jeanes@hottechi.com	2	Bartinex Direct	Endjubefantor	Air Handler	heater		Fuel Oil						7235
jeanes@hottechi.com	3	Truhupor Direct	Parwerpexax	Air Handler	heater,air_conditioner	3.6	Electric						9414
jemigh@dambase.com	1	Vartanazz International	Endpickollor	Air Handler	air_conditioner,heatpump	1.2		22.5	44.2				5219
jemigh@dambase.com	2	Monbanentor International Corp.	Supsipupin	Air Handler	heater		Gas						4041
jemigh@dambase.com	3	Varwerpewax Holdings	Rezapentor	Air Handler	heater,heatpump		Electric	22.6	41.7				5331
jemigh@groovestreet.com	1	Intanazz Direct Company		Air Handler	heater		Gas						6505
jemigh@groovestreet.com	2	Surcadinin International	Adfropin	Air Handler	air_conditioner	3.6							10148
jemigh@groovestreet.com	3	Monkilower Direct	Winquestar	Water Heater						Electric	16.7	117	8187
jengelberg@opentech.com	1	Inweradazz International Company	Surerar	Air Handler	air_conditioner	0.9							3604
jennaco@labdrill.com	1	Parwerentor International		Air Handler	air_conditioner	1.9							7070
jennaco@labdrill.com	2	Fromunar WorldWide Group	Tuphupepax	Air Handler	heatpump			23.7	44.3				7198
jennaco@labdrill.com	3	Suptumepor Holdings	Hapweror	Water Heater						Electric	63.0	135	5955
jennaco@labdrill.com	4	Tiphupex Direct	Lomglibaquantor	Air Handler	heatpump			24.9	25.1				4316
jennaco@labdrill.com	5	Barbanupantor WorldWide	Haphupin	Air Handler	air_conditioner	2.5							7188
jennaco@labdrill.com	6	Cippebentor WorldWide	Supdudegar	Air Handler	air_conditioner	1.5							7721
jennaco@labdrill.com	7	Reerommin Holdings	Barbanimar	Air Handler	heater		Gas						6610
jennaco@statholdings.com	1	Monquestazz	Tiptanedax	Air Handler	air_conditioner	3.5							8987
jeschberger@openlane.com	1	Suppickor	Thruzapplentor	Water Heater						Electric	109.9	106	7561
jeschberger@openlane.com	2	Supjubopistor Holdings Group		Air Handler	heater		Electric						7488
jeschberger@openlane.com	3	Truwerupex International Corp.	Cipjubin	Air Handler	heatpump			16.8	40.6				7920
jeschberger@openlane.com	4	Grovenimax Direct	Thrutinepan	Air Handler	heatpump,heater		Electric	18.2	59.3				15398
jfallick@gogozoom.com	1	Varwerpazz Direct	Zeekilanower	Air Handler	heatpump			22.6	44.5				10992
jfarrar@bioplex.com	1	Uptinover	Inmunefin	Water Heater						Electric	24.2	178	4295
jfarrar@bioplex.com	2	Winsapicator International	Endhupedin	Air Handler	air_conditioner	1.0							5357
jfarrar@bioplex.com	3	Rerobower WorldWide Inc	Bartumanazz	Air Handler	heatpump,heater		Electric	24.1	31.0				6661
jfarrow@condax.com	1	Lomwerpar WorldWide Inc	Zeedudicover	Air Handler	air_conditioner,heater,heatpump	6.2	Gas	22.6	33.4				8308
jfarrow@condax.com	2	Mondudower WorldWide	Addudommower	Air Handler	air_conditioner	2.0							4950
jfarrow@condax.com	3	Growerex	Reerar	Water Heater						Heat Pump	28.2	96	3962
jfarrow@condax.com	4	Supfropefex Holdings Company		Air Handler	air_conditioner	1.1							4701
jfelger@plexzap.com	1	Frotinaquar Direct Group	Doptinin	Air Handler	heatpump			24.3	36.7				15334
jfelger@yearin.com	1	Cipbanover WorldWide	Varsipicin	Air Handler	heater		Electric						6439
jfelger@yearin.com	2	Groericator WorldWide Inc	Winjubilover	Air Handler	heater,air_conditioner	3.2	Gas						8102
jfelger@yearin.com	3	Lomdimewax Direct	Qwisipan	Air Handler	heatpump			18.5	51.3				6112
jfern@toughzap.com	1	Rerobex	Upquestegicator	Air Handler	heater		Electric						5191
jfern@toughzap.com	2	Varwerin International Corp.	Tupcadefazz	Air Handler	heatpump			20.4	36.4				6586
jfern@toughzap.com	3	Unhupicazz International Inc		Air Handler	air_conditioner	3.0							5017
jfern@toughzap.com	4	Upquestistor Holdings	Bartinepax	Air Handler	heater,air_conditioner	3.4	Gas						10226
jfigeroa@betasoloin.com	1	Zeevenefazz Direct		Air Handler	heater		Electric						2272
jfigeroa@betasoloin.com	2	Dophupentor Direct Company	Growerupistor	Air Handler	heatpump,heater		Electric	20.9	54.6				6143
jfigeroa@betasoloin.com	3	Winpickopantor WorldWide	Surtumentor	Air Handler	heater		Electric						4110
jfillingim@zathunicon.com	1	Emrobackicator	Unvenex	Air Handler	heatpump			21.4	36.7				5002
jfillingim@zathunicon.com	2	Klitumaman Group	Surcadefor	Air Handler	heater		Gas						5671
jfillingim@zathunicon.com	3	Trusipplex International	Klisapommor	Air Handler	air_conditioner	5.7							5258
jfillingim@zathunicon.com	4	Adsipistor Direct		Air Handler	heater,heatpump		Gas	23.8	56.8				6799
jfishburne@xx-zobam.com	1	Remunopin	Thruwerilan	Air Handler	heatpump,heater		Electric	20.0	57.9				2618
jfishburne@xx-zobam.com	2	Zeevenefazz Direct	Qwiglibollan	Water Heater						Electric	42.0	143	4477
jfishburne@xx-zobam.com	3	Tipbanan International	Tupfropor	Air Handler	heater,heatpump		Gas	28.6	56.2				5684
jflister@lexiqvolax.com	1	Cipvenupicator Corp.	Hapmunex	Air Handler	air_conditioner	4.1							7752
jflister@lexiqvolax.com	2	Zeeerommower Company	Unerentor	Air Handler	air_conditioner	2.3							8645
jflister@lexiqvolax.com	3	Haphupentor Company	Emdudilar	Air Handler	heater,heatpump		Electric	19.0	40.9				10922
jflister@lexiqvolax.com	4	Insipexicator WorldWide Corp.	Suphupentor	Water Heater						Electric	61.0		9377
jfortino@sonron.com	1	Unwerpimazz Direct	Dopkilan	Air Handler	air_conditioner,heatpump	5.0		23.0	34.2				8830
jfortino@sonron.com	2	Insipador Direct		Air Handler	heatpump,air_conditioner	2.7		19.7	49.4				7037
jfortino@sonron.com	3	Unquestewan Direct	Trucadover	Water Heater						Heat Pump	49.5	215	3710
jfrancescon@funholding.com	1	Grorobiman		Air Handler	heater		Electric						9961
jfrancescon@funholding.com	2	Varwerin International Corp.		Water Heater						Electric	29.5		10239
jfrancescon@funholding.com	3	Hapquestover Direct	Tipzapaquar	Air Handler	heatpump			14.7	34.8				8110
jfrankel@ontomedia.com	1	Adwerponantor Inc	Cipquestopicator	Air Handler	heatpump			30.0	37.9				2183
jfrankel@ontomedia.com	2	Endjubor Holdings Corp.	Upquestegover	Water Heater						Thermosolar	51.2	119	2735
jfrankel@ontomedia.com	3	Surerommazz International Company	Monwerimazz	Air Handler	heater		Electric						2565
jfrankel@silis.com	1	Surquestamor Corp.	Tipjubexantor	Air Handler	air_conditioner,heater	1.4	Electric						6796
jfrankel@silis.com	2	Tupericator International	Rewerpommar	Air Handler	heatpump,heater,air_conditioner	2.0	Electric	24.0	52.9				6061
jfrankel@silis.com	3	Tupmunanover Holdings Group	Barglibentor	Air Handler	air_conditioner	1.7							4701
jfrankel@singletechno.com	1	Cippebentor WorldWide	Enderex	Air Handler	heater		Electric						16004
jfredicks@bioholding.com	1	Intanepin International	Emtinantor	Air Handler	heatpump			26.8	32.6				6887
jfredicks@bioholding.com	2	Ciptumicover Holdings	Frohupupin	Air Handler	air_conditioner	1.3							5714
jfredicks@bioholding.com	3	Recadin Group	Upwerpilantor	Air Handler	air_conditioner,heater	4.2	Gas						8596
jfredicks@hatfan.com	1	Grosapax Company		Air Handler	heatpump			17.7	49.4				3234
jfredicks@hatfan.com	2	Cipvenistor Group	Winbanover	Air Handler	heatpump,heater,air_conditioner	4.3	Electric	24.0	40.5				6856
jfredicks@hatfan.com	3	Raprobower International		Air Handler	air_conditioner,heater	1.6	Electric						5775
jfredicks@hatfan.com	4	Parjubax Holdings	Revenar	Air Handler	air_conditioner,heatpump	6.8		21.3	48.1				5040
jfredicks@hatfan.com	5	Surdimicator	Ciperedar	Air Handler	air_conditioner	0.9							3584
jfredicks@hatfan.com	6	Klinipar International Company	Thruerover	Air Handler	air_conditioner	1.1							3860
jfredicks@konex.com	1	Rappickover WorldWide Company	Wintumonor	Air Handler	air_conditioner	1.8							4169
jfredicks@konex.com	2	Lombanazz		Air Handler	air_conditioner	2.1							3919
jfredicks@konex.com	3	Trubanantor WorldWide	Adcadistor	Air Handler	heater,heatpump		Gas	21.7	47.8				5485
jfredicks@nam-zim.com	1	Monpickar International Corp.	Hapfropentor	Air Handler	heatpump			15.9	50.7				10570
jfredicks@nam-zim.com	2	Unweropax Direct		Water Heater						Electric	37.9		12769
jfredicks@nam-zim.com	3	Monpebistor International	Surnipexax	Air Handler	heater		Electric						8341
jfredicks@nam-zim.com	4	Vartanazz International	Varwereficator	Air Handler	heater		Electric						9699
jfrey@ganjaflex.com	1	Thruquestistor Holdings Inc		Air Handler	air_conditioner,heater	3.1	Fuel Oil						5340
jfunnell@dambase.com	1	Thrutanax	Tipglibexower	Air Handler	air_conditioner	1.9							5608
jfunnell@dambase.com	2	Hapweristor Holdings Corp.	Upkilicover	Water Heater						Heat Pump	42.0	143	5485
jfunnell@dambase.com	3	Barvenantor	Inpebplower	Air Handler	heatpump			21.5	33.5				7968
jfunnell@konmatfix.com	1	Unpickewex		Air Handler	heatpump			31.6	51.5				2411
jfunnell@konmatfix.com	2	Grotumentor International		Air Handler	heater		Electric						2308
jfunnell@konmatfix.com	3	Klifropover International	Unzapollar	Air Handler	air_conditioner	0.6							1848
jfunnell@konmatfix.com	4	Klisipor		Water Heater						Electric	74.5	128	2635
jfunnell@konmatfix.com	5	Varerax Holdings Corp.	Klinipimazz	Air Handler	heatpump			19.2	53.2				2333
jfunnell@konmatfix.com	6	Dopnipan WorldWide Company	Rapsipor	Water Heater						Heat Pump	21.9	102	2690
jfunnell@konmatfix.com	7	Qwidimommazz Holdings Corp.	Gromunover	Water Heater						Gas	53.0	90	1999
jfunnell@zoomit.com	1	Barsipegistor Company	Trutanistor	Water Heater						Electric	34.2	112	9007
jfunnell@zoomit.com	2	Haphupistor Holdings	Lomsapopentor	Air Handler	heater		Gas						7716
jfunnell@zoomit.com	3	Rapvenor WorldWide Group	Tipdudicor	Air Handler	heater		Gas						9329
jgabisi@kan-code.com	1	Klipickan WorldWide Company	Trusapefex	Air Handler	air_conditioner	4.4							7688
jgabisi@kan-code.com	2	Ciperepazz Direct Inc		Air Handler	heater		Gas						6712
jgabisi@kan-code.com	3	Unpickex Direct	Thrutinefentor	Water Heater						Electric	26.9	156	6589
jgalam@kan-code.com	1	Barsipegistor Company	Upkilicover	Air Handler	heatpump			15.7	37.0				3577
jgalam@kan-code.com	2	Grosapover Holdings	Klihupplantor	Air Handler	heatpump,air_conditioner	2.4		25.3	38.6				5890
jgalam@kan-code.com	3	Advenex Inc	Thruwerimentor	Water Heater						Electric	50.9	109	3890
jgalam@statholdings.com	1	Zeejubex WorldWide	Froquestimower	Air Handler	heater,heatpump		Gas	20.3	35.3				9419
jgalam@statholdings.com	2	Grovenicator		Air Handler	heater		Gas						6491
jgalam@statholdings.com	3	Suptanantor Group		Air Handler	heater		Fuel Oil						4231
jgalam@statholdings.com	4	Upsapedgantor Direct	Emnipicicator	Air Handler	heater		Gas						6283
jgato@singletechno.com	1	Barmunar WorldWide	Varvenazz	Air Handler	heatpump,air_conditioner	3.1		22.7	34.0				7617
jgato@singletechno.com	2	Grofropistor Direct Company	Dopkilor	Air Handler	heater,air_conditioner	1.9	Gas						4635
jgato@singletechno.com	3	Inpebepantor Direct Company		Air Handler	heater		Electric						5596
jgato@stanredtax.com	1	Grosapover Holdings		Air Handler	air_conditioner	4.5							5959
jgato@stanredtax.com	2	Qwieristor Company	Upnipimistor	Water Heater						Gas	11.5		5140
jgato@stanredtax.com	3	Dopwerpentor Direct Corp.	Qwiglibedgan	Water Heater						Gas	82.9	136	4264
jgehrett@finjob.com	1	Zeetanar International Group	Cipzapicator	Air Handler	heatpump			26.2	52.4				9340
jgehrett@finjob.com	2	Tuppickor Group	Dopdudedin	Water Heater						Electric	19.9		11446
jgehrett@finjob.com	3	Barsapover Direct	Tipfropicator	Water Heater						Gas	47.5	103	10339
jgibes@donquadtech.com	1	Winsipexar WorldWide	Bartumilentor	Air Handler	air_conditioner	1.1							3262
jgibes@donquadtech.com	2	Klizapupover WorldWide Company	Adkilplover	Water Heater						Electric	56.3	218	3059
jgibes@donquadtech.com	3	Barrobax	Tipsipefazz	Water Heater						Thermosolar	33.8	137	3553
jgibes@donquadtech.com	4	Lomquestadan International	Inpebepazz	Air Handler	air_conditioner	1.2							3174
jgiguere@stanredtax.com	1	Thrutanazz Company	Frobanistor	Air Handler	heatpump			22.2	31.6				16194
jgleich@scottech.com	1	Parquestan WorldWide	Surerexantor	Air Handler	heater		Gas						18749
jgleich@treequote.com	1	Barjubentor Corp.	Surfropicator	Air Handler	heater		Electric						6848
jgleich@treequote.com	2	Cipfropex International	Monbanimex	Air Handler	heater,heatpump		Gas	21.8	47.6				13205
jgleich@treequote.com	3	Renipin		Water Heater						Gas	78.2	120	6016
jglick@golddex.com	1	Inrobentor WorldWide	Empebewex	Air Handler	heatpump			23.8	45.9				7721
jglick@golddex.com	2	Klirobentor	Winfropadover	Air Handler	heater		Electric						7663
jglick@golddex.com	3	Tuptumex	Thrujuban	Air Handler	heater		Electric						5974
jglick@plussunin.com	1	Lomkilex Holdings Inc	Partumadantor	Air Handler	heatpump			20.7	39.4				7243
jglick@plussunin.com	2	Surpickazz Holdings Corp.	Rapsipicator	Air Handler	heater		Gas						9248
jglick@plussunin.com	3	Qwivenover Holdings Corp.		Air Handler	air_conditioner	3.0							7982
jgoldammer@green-plus.com	1	Supbanegor Holdings	Tipwerpanicator	Air Handler	heater,air_conditioner	3.0	Gas						7219
jgoldammer@green-plus.com	2	Grosapantor Direct	Raprobin	Air Handler	heatpump			30.8	50.1				5823
jgoldammer@green-plus.com	3	Qwidimower International	Adkilentor	Water Heater						Gas	10.1	140	5298
jgoldammer@xx-zobam.com	1	Barsipicar Holdings Inc	Upbanedgower	Water Heater						Thermosolar	14.1	127	14993
jgotter@labdrill.com	1	Qwierentor Direct	Tipquestan	Air Handler	heatpump,air_conditioner	5.5		18.5	35.2				10556
jgwalthney@faxquote.com	1	Klijubower	Zeewerpanex	Air Handler	heater		Gas						8071
jgwalthney@faxquote.com	2	Monpebinin WorldWide	Recadover	Air Handler	heatpump			25.2	28.2				7795
jgwalthney@faxquote.com	3	Supjubopistor Holdings Group	Tippickicator	Air Handler	heatpump			22.4	39.1				8972
jhagele@hatfan.com	1	Cipvenupicator Corp.		Air Handler	heater		Gas						5490
jhagele@hatfan.com	2	Varcadilax Direct	Uperentor	Air Handler	air_conditioner	2.7							4893
jhagele@hatfan.com	3	Haphupin Holdings Corp.	Rapwerpackover	Air Handler	heater,air_conditioner	5.5	Electric						8747
jhagele@hatfan.com	4	Supkilonex	Tiprobar	Air Handler	heater		Gas						4909
jhagele@opentech.com	1	Growerex	Grorobepor	Air Handler	heater		Gas						4162
jhagele@opentech.com	2	Uptumistor WorldWide	Frotumewex	Air Handler	heatpump			26.5	25.3				4574
jhagele@opentech.com	3	Truzapar Holdings Corp.	Endsapover	Water Heater						Thermosolar	77.6	119	4403
jhalter@j-texon.com	1	Ciptumicover Holdings	Raprobentor	Air Handler	heater		Electric						3587
jhalter@j-texon.com	2	Rapdimonazz Direct Inc	Monrobin	Air Handler	air_conditioner,heatpump	4.4		21.5	50.7				5176
jhalter@j-texon.com	3	Monpebistor International	Surmunanar	Water Heater						Electric	27.4	172	3699
jharabedian@gogozoom.com	1	Unsipedover WorldWide		Water Heater						Gas	23.2		8020
jharnos@hatfan.com	1	Suppickor		Air Handler	air_conditioner	2.2							10560
jharoldson@j-texon.com	1	Undudupar Inc	Varcadonin	Air Handler	heater		Electric						4119
jharoldson@j-texon.com	2	Parquestor Corp.	Winwerpexax	Air Handler	air_conditioner	3.8							5886
